,nfeatures,nmatches,ngoodmatches,reproj_error,ex_time
0,48,48,8,0.7472038269042969,0.0284419059753418
0,45,45,15,0.0,0.025935888290405273
0,46,46,8,0.3281543254852295,0.02969598770141602
0,48,48,8,0.5461135864257812,0.030694007873535163
0,52,52,8,1.4220342636108398,0.02855086326599121
0,47,47,14,0.5883819580078125,0.06765913963317871
0,45,45,9,0.10962772369384766,0.029359102249145508
0,47,47,8,0.20463344029017846,0.031167030334472656
0,46,46,10,0.29281361897786456,0.028564929962158207
0,45,45,8,0.15102132161458334,0.028944969177246094
0,45,45,8,1.3619203567504885,0.029870033264160163
0,41,41,8,0.0,0.0284268856048584
0,40,40,8,1.0472035408020022,0.03184795379638672
0,39,39,12,0.0,0.028210878372192383
0,42,42,11,0.0,0.029199123382568363
0,40,40,8,0.2307467460632324,0.027945995330810547
0,39,39,13,0.2307467460632324,0.026978015899658203
0,48,48,15,0.7881538391113281,0.0356290340423584
0,44,44,8,0.8588557243347168,0.031080007553100582
0,52,52,8,1.230633544921875,0.02796196937561035
0,48,48,16,0.0,0.042061805725097656
0,51,51,17,0.8479972252478967,0.03503298759460448
0,57,57,24,0.8479972252478967,0.013984918594360352
0,60,60,24,0.0,0.03769493103027344
0,53,53,17,0.0,0.0355069637298584
0,56,56,24,0.0,0.04018592834472656
0,57,57,23,0.0,0.014821052551269531
0,60,60,20,0.975998772515191,0.032444000244140625
0,56,56,18,0.0,0.06378602981567383
0,64,64,26,1.0153861412635217,0.0359339714050293
0,63,63,18,1.0153861412635217,0.03904390335083008
0,55,55,23,1.0153861412635217,0.032763004302978516
0,59,59,16,0.8659984588623046,0.04657196998596192
0,57,57,19,0.0,0.044183969497680664
0,63,63,20,0.0,0.04710102081298828
0,61,61,8,1.736936296909,0.03586101531982422
0,61,61,8,1.2197895050048828,0.03630685806274414
0,58,58,8,1.2165260314941406,0.03203892707824707
0,74,74,10,0.0,0.032111167907714844
0,76,76,8,0.04119818551199777,0.033455848693847656
0,68,68,8,0.6914305005754743,0.028666019439697262
0,67,67,14,0.0,0.044219970703125
0,72,72,19,0.0,0.055596113204956055
0,71,71,22,0.7159965515136719,0.046095848083496094
0,64,64,19,0.7159965515136719,0.030561923980712887
0,75,75,28,0.6880002339680991,0.04274702072143555
0,75,75,25,0.5251607027920809,0.05972385406494141
0,69,69,31,0.5251607027920809,0.024699926376342773
0,75,75,24,0.0,0.04507780075073242
0,68,68,25,0.0,0.04198288917541504
0,75,75,29,0.0,0.047241926193237305
0,75,75,26,0.7500038146972656,0.08362889289855957
0,72,72,26,0.7500038146972656,0.06060886383056641
0,74,74,29,0.0,0.07327890396118164
0,76,76,29,0.0,0.04034113883972168
0,82,82,25,0.0,0.06242609024047852
0,77,77,23,0.0,0.024760961532592773
0,72,72,8,6.3939567565917965,0.03828716278076172
0,78,78,20,0.0,0.11870002746582033
0,80,80,10,1.2640052795410155,0.04213809967041016
0,81,81,18,1.2640052795410155,0.033750057220458984
0,77,77,28,1.2640052795410155,0.016244888305664062
0,83,83,10,0.9251468658447266,0.033150911331176765
0,76,76,20,0.0,0.05497598648071289
0,81,81,31,0.0,0.05079793930053711
0,80,80,8,1.3642110824584959,0.0567018985748291
0,75,75,24,1.364211082458496,0.03780293464660645
0,75,75,24,0.0,0.0561518669128418
0,84,84,26,0.9207664938534008,0.057910919189453125
0,77,77,28,0.0,0.08357906341552734
0,81,81,31,0.0,0.07722091674804688
0,85,85,31,0.0,0.05159616470336914
0,89,89,33,0.0,0.02897310256958008
0,92,92,35,0.0,0.034124135971069336
0,90,90,31,1.3876571655273438,0.037155866622924805
0,84,84,27,1.3876571655273438,0.02545785903930664
0,90,90,32,1.3876571655273438,0.0345759391784668
0,93,93,31,1.3876571655273438,0.040127038955688484
0,99,99,35,0.0,0.04615616798400879
0,104,104,34,0.0,0.0924391746520996
0,102,102,38,0.0,0.0243220329284668
0,98,98,32,0.0,0.041018009185791016
0,102,102,40,0.0,0.0149688720703125
0,103,103,29,0.0,0.013875007629394531
0,104,104,32,1.0000526165140091,0.0529789924621582
0,98,98,34,1.0000526165140091,0.030204057693481445
0,103,103,33,1.0000526165140091,0.03028392791748047
0,107,107,34,0.7524248758951823,0.07437491416931152
0,108,108,22,0.0,0.07144308090209961
0,101,101,21,0.0,0.04123401641845703
0,103,103,26,0.8565542697906494,0.03948807716369629
0,109,109,28,0.0,0.06153202056884765
0,107,107,19,0.9699842012845552,0.058832883834838874
0,112,112,25,0.9699842012845552,0.030314922332763675
0,109,109,26,0.9699842012845552,0.01624584197998047
0,111,111,31,1.0935437338692802,0.04931402206420898
0,101,101,35,0.0,0.060893058776855476
0,100,100,31,0.0,0.0665731430053711
0,116,116,36,0.9300181481146044,0.08111381530761719
0,121,121,36,0.7668704986572266,0.07991480827331543
0,106,106,34,0.8252571105957032,0.05551600456237793
0,100,100,32,0.9244865689958844,0.09639596939086914
0,106,106,38,0.0,0.1063079833984375
0,107,107,33,0.9852585111345564,0.06023311614990234
0,116,116,31,0.0,0.08684182167053223
0,109,109,33,0.9371601451526989,0.11582612991333008
0,114,114,29,1.0719232559204102,0.04643702507019043
0,117,117,37,0.9409773084852432,0.08407306671142578
0,118,118,34,0.0,0.08286404609680176
0,102,102,32,0.0,0.020218849182128903
0,112,112,33,0.0,0.020322084426879883
0,107,107,33,0.0,0.056607961654663086
0,106,106,33,0.0,0.014978885650634766
0,100,100,34,0.8295974731445312,0.04658317565917969
0,96,96,23,0.8843615605280949,0.11912202835083008
0,102,102,32,0.8843615605280949,0.02496194839477539
0,105,105,24,0.9473466006192294,0.050967931747436516
0,115,115,25,0.725170389811198,0.04749894142150879
0,107,107,24,0.0,0.04800486564636231
0,114,114,24,0.0,0.025530099868774414
0,114,114,31,0.0,0.016569137573242188
0,127,127,29,0.0,0.03697514533996582
0,133,133,30,0.0,0.11139798164367676
0,124,124,27,0.0,0.06458091735839844
0,112,112,28,0.6767973058363971,0.05490899085998535
0,127,127,33,0.0,0.06598496437072754
0,129,129,32,0.0,0.03528404235839844
0,124,124,26,0.0,0.07522988319396973
0,123,123,27,0.0,0.07010388374328612
0,134,134,8,14.841423988342285,0.057482004165649414
0,134,134,33,0.9014917101178852,0.07495999336242676
0,143,143,34,0.9014917101178852,0.026664018630981445
0,138,138,8,0.0,0.05949497222900391
0,136,136,32,0.0,0.06655311584472656
0,124,124,30,0.0,0.07042098045349121
0,133,133,31,0.0,0.08064889907836914
0,132,132,36,0.0,0.01664590835571289
0,117,117,30,0.0,0.10215997695922853
0,127,127,29,0.0,0.025954008102416992
0,138,138,32,0.0,0.07749700546264647
0,126,126,30,0.0,0.022562026977539062
0,130,130,8,2.585796356201172,0.049070119857788086
0,128,128,8,0.458282470703125,0.032171010971069336
0,130,130,20,0.458282470703125,0.02547597885131836
0,127,127,27,0.458282470703125,0.01931285858154297
0,135,135,33,0.9345509073008662,0.05279397964477539
0,134,134,35,0.9345509073008662,0.025569915771484368
0,143,143,8,0.0,0.06432485580444336
0,128,128,31,0.0,0.013576030731201172
0,137,137,28,0.0,0.016025066375732422
0,140,140,28,0.0,0.016376972198486328
0,138,138,9,0.0,0.03093886375427246
0,138,138,26,0.0,0.061254024505615234
0,149,149,9,0.0,0.04741001129150391
0,155,155,11,0.0,0.04946279525756836
0,137,137,8,0.0,0.02852201461791992
0,148,148,8,0.148345947265625,0.029153823852539062
0,162,162,12,0.0,0.03265595436096192
0,143,143,9,2.4419720967610683,0.02823686599731445
0,165,165,27,0.0,0.3745789527893065
0,148,148,30,0.00019275440889246324,0.0836479663848877
0,143,143,38,0.0001342410132998512,0.3485140800476074
0,152,152,25,0.00018009386564555918,0.07222890853881836
0,149,149,29,0.0,0.1626129150390625
0,140,140,8,0.0,0.051176786422729485
0,166,166,27,0.0,0.07064008712768555
0,164,164,22,9.082612537202379e-07,0.05281496047973633
0,170,170,23,0.0,0.0845649242401123
0,164,164,21,0.0,0.132857084274292
0,162,162,29,0.0,0.01608109474182129
0,182,182,29,0.0,0.04848194122314453
0,167,167,30,0.0,0.06612396240234375
0,185,185,33,0.0,0.02404308319091797
0,183,183,33,0.0,0.02758622169494629
0,174,174,32,0.0,0.03089189529418945
0,193,193,30,0.0,0.05842900276184083
0,190,190,33,0.0,0.1306009292602539
0,191,191,33,0.0,0.11087393760681152
0,200,200,41,0.0,0.5160849094390869
0,212,212,38,0.0,0.08350706100463867
0,210,210,36,0.0,0.1300520896911621
0,211,211,28,0.0,0.06494283676147461
0,228,228,34,0.0,0.11005687713623047
0,220,220,35,2.0565635279605257,0.11062502861022948
0,222,222,29,0.0,0.10444784164428712
0,237,237,8,49.11505381266275,0.04840993881225586
0,256,256,42,1.0485560417175293,0.07350516319274902
0,244,244,41,1.0986763391739285,0.0679938793182373
0,248,248,36,1.0654890696207682,0.09561514854431152
0,262,262,8,0.0,0.08563804626464844
0,272,272,37,0.5074385643005371,0.042500972747802734
0,264,264,30,0.76714537693904,0.06169199943542481
0,289,289,10,0.0,0.050781965255737305
0,280,280,34,0.5999984741210938,0.04704093933105469
0,278,278,42,0.12730540399966034,0.09085917472839357
0,288,288,45,0.12730540399966034,0.029423952102661133
0,275,275,46,0.8171516418457031,0.07904601097106934
0,272,272,41,0.8171516418457031,0.022710084915161133
0,270,270,40,0.8640022277832031,0.0734710693359375
0,264,264,20,1.315229528090533,0.06129288673400879
0,262,262,26,0.0,0.06413412094116211
0,271,271,26,3.7384033203125e-05,0.3628830909729004
0,262,262,8,1.9315681457519531,0.04882502555847168
0,246,246,41,0.0,0.05496883392333984
0,263,263,47,7.724761962890625e-05,0.3227097988128662
0,245,245,8,0.0,0.04622101783752442
0,254,254,25,0.0,0.07791280746459961
0,260,260,26,0.5500291188557943,0.04743099212646485
0,248,248,8,5.5699424743652335,0.05255889892578125
0,259,259,50,5.5699424743652335,0.02147197723388672
0,256,256,50,0.0,0.06168198585510254
0,277,277,49,0.7139410131117877,0.10567998886108396
0,276,276,47,0.0,0.09070420265197754
0,272,272,50,0.0,0.02680802345275879
0,273,273,49,0.0,0.031518220901489265
0,273,273,20,0.0,0.04014492034912109
0,262,262,41,0.0,0.015661001205444336
0,265,265,45,0.6758772043081429,0.05068492889404297
0,270,270,21,1.7423954010009766,0.1260230541229248
0,260,260,41,2.5431315104166665e-06,0.05464506149291992
0,270,270,21,2.5431315104166665e-06,0.04139494895935058
0,275,275,44,0.0974290030343192,0.06907510757446289
0,277,277,42,0.0,0.07877993583679199
0,281,281,37,0.0,0.10200691223144533
0,266,266,38,0.0,0.0810239315032959
0,264,264,40,0.0,0.06105709075927735
0,252,252,8,5.9912887573242175,0.05233287811279297
0,274,274,38,0.7326543898809523,0.07619595527648926
0,278,278,34,0.12119967142740885,0.07294416427612305
0,279,279,29,0.20947887279369207,0.11291193962097168
0,298,298,8,0.2265103658040365,0.10193705558776857
0,252,252,8,1.3668525695800782,0.04127717018127442
0,244,244,8,1.293182373046875,0.029837131500244137
0,250,250,8,3.46715327671596,0.03646397590637207
0,251,251,8,2.2056143624441966,0.04634404182434082
0,259,259,8,1.5150341987609863,0.03821206092834474
0,262,262,8,10.195248413085938,0.04120802879333496
0,270,270,8,0.0,0.03681492805480957
0,248,248,8,0.20409138997395834,0.03404092788696289
0,266,266,8,1.656900405883789,0.03188300132751465
0,263,263,14,2.5610492412860566,0.08615899085998535
0,260,260,12,0.0,0.04344391822814941
0,251,251,9,12.421198163713727,0.03576803207397461
0,265,265,9,2.5310265677315846,0.031838178634643555
0,235,235,8,2.2596664428710938,0.03322911262512207
0,252,252,9,2.76358413696289,0.03290510177612305
