,feature,nmatches,ngoodmatches,ex_time
0,orb,2000.0,18.0,0.30771493911743164
0,orb,2000.0,20.0,0.3683509826660156
0,orb,2000.0,50.0,0.3505079746246338
0,orb,2000.0,49.0,0.3945090770721436
0,orb,2000.0,38.0,0.31396985054016113
0,orb,2000.0,50.0,0.3327779769897461
0,orb,2000.0,47.0,0.40042591094970703
0,orb,2000.0,28.0,0.4182150363922119
0,orb,2000.0,31.0,0.3829050064086914
0,orb,2000.0,45.0,0.3452038764953613
0,orb,2000.0,35.0,0.3071498870849609
0,orb,2000.0,21.0,0.5046939849853516
0,orb,2000.0,29.0,0.8161299228668213
0,orb,2000.0,27.0,0.6541039943695068
0,orb,2000.0,22.0,0.5489099025726318
0,orb,2000.0,29.0,0.577927827835083
0,orb,2000.0,27.0,0.5310349464416504
0,orb,2000.0,50.0,0.3206319808959961
0,orb,2000.0,42.0,0.4218671321868897
0,orb,2000.0,48.0,0.3119759559631348
0,orb,2000.0,48.0,0.3220210075378418
0,orb,2000.0,25.0,0.33856797218322754
0,orb,2000.0,42.0,0.35227298736572266
0,orb,2000.0,45.0,0.3224639892578125
0,orb,2000.0,41.0,0.3779599666595459
0,orb,2000.0,40.0,0.2988510131835937
0,orb,2000.0,32.0,0.3532779216766357
0,orb,2000.0,30.0,0.3588371276855469
0,orb,2000.0,49.0,0.3447408676147461
0,orb,2000.0,33.0,0.3223710060119629
0,orb,2000.0,13.0,0.4478659629821777
0,orb,2000.0,38.0,0.3474340438842773
0,orb,2000.0,42.0,0.3912320137023926
0,orb,2000.0,26.0,0.376899003982544
0,orb,2000.0,40.0,0.3073060512542725
0,orb,2000.0,38.0,0.3194460868835449
0,orb,2000.0,29.0,0.3955321311950684
0,orb,2000.0,46.0,0.3783600330352783
0,orb,2000.0,31.0,0.4277482032775879
0,orb,2000.0,31.0,0.34737181663513184
0,orb,2000.0,26.0,0.2913830280303955
0,orb,2000.0,9.0,0.4255669116973877
0,orb,2000.0,50.0,0.31656694412231445
0,orb,2000.0,42.0,0.4253451824188232
0,orb,2000.0,45.0,0.37580084800720215
0,orb,2000.0,47.0,0.4286351203918457
0,orb,2000.0,49.0,0.39417600631713867
0,orb,2000.0,28.0,0.2911109924316406
0,orb,2000.0,28.0,0.3700220584869385
0,orb,2000.0,29.0,0.32982516288757324
0,orb,2000.0,12.0,0.4359769821166992
0,orb,2000.0,47.0,0.34355902671813965
0,orb,2000.0,34.0,0.326185941696167
0,orb,2000.0,23.0,0.3106238842010498
0,orb,2000.0,50.0,0.3045308589935303
0,orb,2000.0,50.0,0.3434221744537353
0,orb,2000.0,50.0,0.33417415618896484
0,orb,2000.0,33.0,0.3929331302642822
0,orb,2000.0,31.0,0.38789010047912603
0,orb,2000.0,34.0,0.3861689567565918
0,orb,2000.0,49.0,0.33293986320495605
0,orb,2000.0,46.0,0.4191079139709473
0,orb,2000.0,32.0,0.4106669425964356
0,orb,2000.0,25.0,0.4245569705963135
0,orb,2000.0,41.0,0.4160890579223633
0,orb,2000.0,38.0,0.3624160289764404
0,orb,2000.0,43.0,0.3668038845062256
0,orb,2000.0,46.0,0.3968958854675293
0,orb,2000.0,48.0,0.31491899490356445
0,orb,2000.0,30.0,0.3911869525909424
0,orb,2000.0,32.0,0.4136390686035156
0,orb,2000.0,13.0,0.6381938457489014
0,orb,2000.0,50.0,0.37815117835998535
0,orb,2000.0,34.0,0.4050631523132324
0,orb,2000.0,33.0,0.4339540004730225
0,orb,2000.0,48.0,0.3357551097869873
0,orb,2000.0,43.0,0.4515471458435058
0,orb,2000.0,11.0,0.3213160037994385
0,orb,1436.0,50.0,0.2279100418090821
0,orb,1401.0,50.0,0.2110750675201416
0,orb,1393.0,42.0,0.2932569980621338
0,orb,1423.0,50.0,0.2673258781433105
0,orb,1419.0,50.0,0.18967390060424805
0,orb,1422.0,16.0,0.1882610321044922
0,orb,1358.0,50.0,0.2051439285278321
0,orb,1367.0,50.0,0.2402060031890869
0,orb,1363.0,48.0,0.2510650157928467
0,orb,1319.0,47.0,0.2715110778808594
0,orb,1250.0,31.0,0.2774801254272461
0,orb,1345.0,50.0,0.2713940143585205
0,orb,1337.0,28.0,0.2642979621887207
0,orb,998.0,50.0,0.2073490619659424
0,orb,996.0,50.0,0.2098960876464844
0,orb,991.0,50.0,0.22992706298828125
0,orb,990.0,23.0,0.1901710033416748
0,orb,985.0,23.0,0.14066696166992188
0,orb,1189.0,50.0,0.18019700050354004
0,orb,1189.0,33.0,0.21046996116638186
0,orb,1203.0,35.0,0.19422006607055664
0,orb,1418.0,33.0,0.16623806953430176
0,orb,930.0,50.0,0.19246697425842285
0,orb,930.0,36.0,0.11860394477844236
0,orb,768.0,50.0,0.10623693466186523
0,orb,773.0,50.0,0.09464097023010254
0,orb,773.0,36.0,0.13602304458618164
0,orb,811.0,34.0,0.19376897811889648
0,orb,1041.0,50.0,0.2111210823059082
0,orb,1033.0,50.0,0.17302298545837402
0,orb,1030.0,50.0,0.15682697296142578
0,orb,1029.0,32.0,0.16547393798828125
0,orb,1100.0,50.0,0.1671299934387207
0,orb,1079.0,17.0,0.17992115020751953
0,orb,1003.0,50.0,0.13849616050720215
0,orb,1001.0,50.0,0.13280987739562988
0,orb,997.0,50.0,0.13394808769226074
0,orb,996.0,32.0,0.1474599838256836
0,orb,1011.0,50.0,0.16750478744506836
0,orb,998.0,50.0,0.19622802734375
0,orb,1001.0,50.0,0.15312695503234866
0,orb,1003.0,50.0,0.14588594436645508
0,orb,993.0,23.0,0.1486220359802246
0,orb,1078.0,23.0,0.13092303276062012
0,orb,911.0,50.0,0.14232301712036133
0,orb,913.0,27.0,0.139754056930542
0,orb,1110.0,50.0,0.1506359577178955
0,orb,1109.0,50.0,0.14847707748413086
0,orb,1108.0,50.0,0.16655206680297852
0,orb,1113.0,50.0,0.17984890937805176
0,orb,1110.0,24.0,0.1961960792541504
0,orb,1502.0,50.0,0.1921091079711914
0,orb,1498.0,26.0,0.24739789962768555
0,orb,1640.0,28.0,0.1943960189819336
0,orb,1262.0,50.0,0.1612548828125
0,orb,1248.0,50.0,0.17205595970153809
0,orb,1225.0,50.0,0.2091739177703857
0,orb,1225.0,29.0,0.14125609397888186
0,orb,1165.0,50.0,0.17861294746398926
0,orb,1185.0,50.0,0.1945710182189941
0,orb,1214.0,29.0,0.16958880424499512
0,orb,1212.0,50.0,0.17725706100463867
0,orb,1203.0,50.0,0.14964008331298828
0,orb,1212.0,35.0,0.14181303977966309
0,orb,1017.0,50.0,0.18253803253173828
0,orb,1041.0,50.0,0.12497401237487793
0,orb,1061.0,28.0,0.13548994064331055
0,orb,965.0,50.0,0.1083219051361084
0,orb,955.0,45.0,0.1491861343383789
0,orb,1093.0,50.0,0.14451098442077634
0,orb,1087.0,50.0,0.15534305572509766
0,orb,1094.0,50.0,0.17002010345458984
0,orb,1091.0,43.0,0.207319974899292
0,orb,1375.0,27.0,0.17554998397827148
0,orb,1437.0,50.0,0.22351503372192386
0,orb,1420.0,50.0,0.2895982265472412
0,orb,1428.0,50.0,0.3545548915863037
0,orb,1430.0,31.0,0.29062700271606445
0,orb,892.0,50.0,0.16705012321472168
0,orb,875.0,50.0,0.1824631690979004
0,orb,892.0,37.0,0.2376949787139893
0,orb,846.0,50.0,0.21811318397521973
0,orb,874.0,50.0,0.20669102668762207
0,orb,865.0,50.0,0.22066187858581546
0,orb,870.0,45.0,0.20412087440490725
0,orb,858.0,44.0,0.15770387649536133
0,orb,831.0,50.0,0.11799216270446775
0,orb,835.0,50.0,0.1147301197052002
0,orb,838.0,35.0,0.09088492393493652
0,orb,652.0,50.0,0.1164400577545166
0,orb,652.0,32.0,0.11427497863769533
0,orb,620.0,50.0,0.11452007293701172
0,orb,614.0,50.0,0.09810805320739746
0,orb,617.0,50.0,0.08316707611083984
0,orb,618.0,36.0,0.0994088649749756
0,orb,560.0,50.0,0.08354306221008301
0,orb,546.0,31.0,0.11879396438598633
0,orb,529.0,50.0,0.09928011894226074
0,orb,535.0,50.0,0.07287883758544922
0,orb,543.0,50.0,0.07888913154602051
0,orb,544.0,27.0,0.1031479835510254
0,orb,646.0,39.0,0.1224839687347412
0,orb,715.0,50.0,0.11463403701782228
0,orb,707.0,50.0,0.09744906425476074
0,orb,705.0,50.0,0.10168790817260742
0,orb,708.0,36.0,0.11946606636047365
0,orb,583.0,50.0,0.13182520866394046
0,orb,579.0,50.0,0.12114596366882326
0,orb,581.0,50.0,0.10537195205688477
0,orb,581.0,44.0,0.11755490303039552
0,orb,610.0,50.0,0.11948800086975098
0,orb,616.0,30.0,0.10915303230285643
0,orb,929.0,50.0,0.13640689849853516
0,orb,929.0,50.0,0.14278006553649902
0,orb,915.0,50.0,0.12235403060913085
0,orb,916.0,39.0,0.12659001350402832
0,orb,938.0,50.0,0.18587112426757807
0,orb,942.0,50.0,0.1428048610687256
0,orb,926.0,50.0,0.1652359962463379
0,orb,925.0,50.0,0.17298197746276855
0,orb,925.0,42.0,0.15915298461914062
0,orb,923.0,50.0,0.1435990333557129
0,orb,903.0,50.0,0.1915931701660156
0,orb,885.0,50.0,0.13176894187927246
0,orb,885.0,27.0,0.17339515686035156
0,orb,910.0,50.0,0.1860768795013428
0,orb,911.0,34.0,0.20909786224365234
0,orb,883.0,50.0,0.2176980972290039
0,orb,870.0,50.0,0.18668699264526367
0,orb,877.0,50.0,0.12065601348876953
0,orb,876.0,34.0,0.13931798934936526
0,orb,827.0,50.0,0.11225700378417967
0,orb,832.0,50.0,0.10705280303955078
0,orb,832.0,50.0,0.132828950881958
0,orb,832.0,50.0,0.1831200122833252
0,orb,832.0,36.0,0.2448902130126953
0,orb,1087.0,50.0,0.22312688827514648
0,orb,1040.0,25.0,0.19555902481079104
0,orb,906.0,40.0,0.23299503326416016
0,orb,787.0,50.0,0.18285298347473145
0,orb,761.0,50.0,0.1898009777069092
0,orb,791.0,50.0,0.2300560474395752
0,orb,782.0,50.0,0.16476702690124512
0,orb,778.0,34.0,0.20696711540222168
0,orb,883.0,50.0,0.1920340061187744
0,orb,858.0,34.0,0.1496567726135254
0,orb,807.0,50.0,0.18338704109191886
0,orb,799.0,50.0,0.1853950023651123
0,orb,799.0,50.0,0.16155004501342773
0,orb,799.0,41.0,0.19789910316467285
0,orb,805.0,50.0,0.15304899215698242
0,orb,830.0,50.0,0.1908400058746338
0,orb,832.0,28.0,0.191417932510376
0,orb,705.0,50.0,0.2338020801544189
0,orb,712.0,50.0,0.1424551010131836
0,orb,711.0,50.0,0.15561199188232422
0,orb,716.0,37.0,0.17392206192016602
0,orb,734.0,50.0,0.1551048755645752
0,orb,783.0,50.0,0.1069040298461914
0,orb,770.0,50.0,0.10570001602172853
0,orb,743.0,43.0,0.16353487968444824
0,orb,804.0,50.0,0.19005799293518064
0,orb,802.0,50.0,0.1152029037475586
0,orb,785.0,24.0,0.1706399917602539
0,orb,540.0,50.0,0.09617805480957033
0,orb,539.0,33.0,0.11487889289855956
0,orb,465.0,50.0,0.06775689125061035
0,orb,461.0,50.0,0.06711006164550781
0,orb,466.0,50.0,0.09495997428894044
0,orb,467.0,50.0,0.07717204093933105
0,orb,472.0,31.0,0.07143092155456543
0,orb,462.0,50.0,0.08730816841125487
0,orb,461.0,50.0,0.054592132568359375
0,orb,462.0,50.0,0.0773160457611084
0,orb,468.0,30.0,0.07977104187011719
0,orb,489.0,21.0,0.11002492904663086
0,orb,850.0,50.0,0.1544787883758545
0,orb,850.0,30.0,0.11342096328735353
0,orb,848.0,50.0,0.10559988021850586
0,orb,822.0,31.0,0.1033310890197754
0,orb,935.0,50.0,0.17442798614501953
0,orb,906.0,50.0,0.16375398635864258
0,orb,895.0,50.0,0.14441514015197754
0,orb,897.0,34.0,0.12853479385375974
0,orb,840.0,50.0,0.14916205406188965
0,orb,846.0,50.0,0.15551996231079102
0,orb,832.0,50.0,0.15522480010986328
0,orb,835.0,23.0,0.1411271095275879
0,orb,874.0,50.0,0.15097904205322266
0,orb,883.0,32.0,0.15160608291625974
0,orb,937.0,50.0,0.14660096168518064
0,orb,955.0,50.0,0.18366408348083496
0,orb,939.0,50.0,0.1684250831604004
0,orb,944.0,39.0,0.15644001960754395
0,orb,731.0,50.0,0.1239471435546875
0,orb,729.0,50.0,0.1436629295349121
0,orb,728.0,50.0,0.0926980972290039
0,orb,728.0,30.0,0.09606719017028807
0,orb,641.0,50.0,0.07019805908203125
0,orb,642.0,50.0,0.1164419651031494
0,orb,646.0,50.0,0.09105300903320312
0,orb,646.0,36.0,0.13929295539855954
0,orb,568.0,29.0,0.09252810478210448
0,orb,674.0,50.0,0.14187407493591309
0,orb,670.0,31.0,0.1146531105041504
0,orb,774.0,50.0,0.10689401626586914
0,orb,783.0,50.0,0.14805006980895996
0,orb,829.0,34.0,0.1556258201599121
0,orb,969.0,50.0,0.13758301734924314
0,orb,960.0,50.0,0.1262209415435791
0,orb,956.0,50.0,0.12220215797424315
0,orb,955.0,33.0,0.14769697189331055
0,orb,960.0,50.0,0.13532090187072754
0,orb,977.0,28.0,0.13062095642089844
0,orb,829.0,28.0,0.1782701015472412
0,orb,1282.0,50.0,0.19896221160888672
0,orb,1282.0,36.0,0.15819287300109866
0,orb,1045.0,50.0,0.2507278919219971
0,orb,1057.0,50.0,0.2456991672515869
0,orb,1050.0,29.0,0.20622801780700686
0,orb,981.0,50.0,0.2273070812225341
0,orb,1006.0,50.0,0.15273118019104004
0,orb,1007.0,50.0,0.16774487495422366
0,orb,1006.0,35.0,0.14879989624023438
0,orb,813.0,50.0,0.1258220672607422
0,orb,829.0,50.0,0.13278794288635254
0,orb,855.0,23.0,0.155534029006958
0,orb,930.0,50.0,0.15030908584594727
0,orb,930.0,50.0,0.17343497276306152
0,orb,930.0,37.0,0.179671049118042
0,orb,932.0,32.0,0.1258080005645752
0,orb,897.0,50.0,0.18469810485839844
0,orb,901.0,50.0,0.2264211177825928
0,orb,899.0,50.0,0.21444106101989746
0,orb,899.0,31.0,0.2323541641235352
