,feature,nmatches,ngoodmatches,ex_time
0,orb,906.0,50.0,0.23974609375
0,orb,909.0,32.0,0.18882393836975087
0,orb,906.0,50.0,0.16106510162353516
0,orb,912.0,50.0,0.1562349796295166
0,orb,927.0,50.0,0.2144670486450196
0,orb,929.0,35.0,0.197199821472168
0,orb,955.0,50.0,0.2502918243408203
0,orb,982.0,34.0,0.2368021011352539
0,orb,1039.0,50.0,0.20111799240112305
0,orb,1037.0,40.0,0.17107009887695312
0,orb,992.0,50.0,0.2071349620819092
0,orb,997.0,50.0,0.17882800102233887
0,orb,1000.0,50.0,0.18661999702453613
0,orb,975.0,37.0,0.27043604850769043
0,orb,887.0,50.0,0.1427910327911377
0,orb,890.0,50.0,0.1702260971069336
0,orb,885.0,44.0,0.17839384078979492
0,orb,1034.0,50.0,0.2639150619506836
0,orb,1032.0,50.0,0.22273993492126465
0,orb,1028.0,38.0,0.18271803855896
0,orb,1018.0,39.0,0.17136502265930176
0,orb,1017.0,50.0,0.18441009521484367
0,orb,1027.0,41.0,0.16677379608154294
0,orb,971.0,50.0,0.1959829330444336
0,orb,966.0,50.0,0.1769709587097168
0,orb,942.0,47.0,0.1854119300842285
0,orb,1030.0,50.0,0.1437969207763672
0,orb,1038.0,50.0,0.2489418983459473
0,orb,1041.0,50.0,0.19128990173339844
0,orb,1042.0,50.0,0.19336199760437006
0,orb,1041.0,34.0,0.14452505111694336
0,orb,807.0,50.0,0.11385607719421388
0,orb,799.0,43.0,0.12202882766723633
0,orb,832.0,50.0,0.1884219646453857
0,orb,834.0,50.0,0.12467813491821288
0,orb,827.0,38.0,0.1321730613708496
0,orb,838.0,50.0,0.1430189609527588
0,orb,836.0,50.0,0.14873194694519046
0,orb,838.0,35.0,0.1176438331604004
0,orb,818.0,34.0,0.13750696182250974
0,orb,749.0,50.0,0.13197994232177734
0,orb,749.0,39.0,0.10321712493896484
0,orb,628.0,50.0,0.09388113021850586
0,orb,613.0,50.0,0.11614584922790527
0,orb,613.0,38.0,0.10876083374023438
0,orb,732.0,38.0,0.12420105934143065
0,orb,637.0,50.0,0.1153090000152588
0,orb,646.0,50.0,0.10065412521362303
0,orb,657.0,50.0,0.12624096870422366
0,orb,676.0,50.0,0.09970808029174803
0,orb,674.0,40.0,0.11817407608032228
0,orb,527.0,24.0,0.10962295532226562
0,orb,560.0,33.0,0.08643889427185059
0,orb,581.0,50.0,0.13803911209106445
0,orb,594.0,50.0,0.10919404029846193
0,orb,599.0,50.0,0.10310101509094237
0,orb,602.0,50.0,0.10794520378112793
0,orb,602.0,32.0,0.10374999046325684
0,orb,567.0,50.0,0.13034892082214355
0,orb,578.0,50.0,0.10957598686218263
0,orb,586.0,37.0,0.13504910469055176
0,orb,645.0,50.0,0.11793804168701172
0,orb,658.0,28.0,0.1176760196685791
0,orb,762.0,50.0,0.13250398635864258
0,orb,754.0,50.0,0.18076491355896
0,orb,756.0,45.0,0.23003911972045896
0,orb,772.0,50.0,0.16232895851135254
0,orb,774.0,50.0,0.14954614639282227
0,orb,797.0,35.0,0.13040399551391602
0,orb,761.0,50.0,0.1816260814666748
0,orb,758.0,50.0,0.20122599601745605
0,orb,760.0,50.0,0.18184494972229004
0,orb,759.0,50.0,0.15552711486816406
0,orb,760.0,35.0,0.11626291275024415
0,orb,777.0,50.0,0.1657259464263916
0,orb,772.0,31.0,0.2074899673461914
0,orb,728.0,30.0,0.14587712287902832
0,orb,641.0,50.0,0.16201210021972656
0,orb,642.0,50.0,0.19083499908447266
0,orb,646.0,50.0,0.1336679458618164
0,orb,646.0,50.0,0.1545100212097168
0,orb,646.0,36.0,0.1190969944000244
0,orb,568.0,50.0,0.10375499725341797
0,orb,596.0,50.0,0.11743688583374025
0,orb,594.0,50.0,0.08814001083374022
0,orb,591.0,41.0,0.14609885215759275
0,orb,642.0,50.0,0.1148829460144043
0,orb,633.0,32.0,0.08655214309692383
0,orb,829.0,34.0,0.15008997917175293
0,orb,969.0,50.0,0.1658310890197754
0,orb,960.0,50.0,0.1620471477508545
0,orb,956.0,50.0,0.1786038875579834
0,orb,955.0,50.0,0.17432713508605954
0,orb,954.0,36.0,0.1398751735687256
0,orb,977.0,28.0,0.1272110939025879
0,orb,829.0,50.0,0.165147066116333
0,orb,884.0,50.0,0.14347481727600098
0,orb,872.0,34.0,0.1815860271453857
0,orb,972.0,32.0,0.11742401123046875
