,"nfeatures","nmatches","ngoodmatches","reproj_error","ex_time"
0,24,24,5,"4,5750967488","0,1833970547"
0,19,19,6,"4,5750967488","0,1892440319"
0,30,30,9,0,"0,195045948"
0,29,29,8,"1,2368809382","0,1985590458"
0,30,30,7,"1,2368809382","0,2009449005"
0,38,38,9,"0,0405502319","0,1993391514"
0,36,36,9,"15,0101944606","0,1924579144"
0,42,42,10,0,"0,1927940845"
0,36,36,10,"0,1927099228","0,189827919"
0,33,33,8,"11,4140739441","0,1990628242"
0,56,56,10,0,"0,2015140057"
0,37,37,9,"0,265568161","0,1986179352"
0,37,37,12,"1,1756126404","0,1977710724"
0,42,42,10,"1,2549371719","0,1961228848"
0,35,35,8,"15,9189829826","0,19562006"
0,58,58,12,"3,1480644226","0,2037479877"
0,58,58,11,"0,0385338176","0,1970591545"
0,58,58,9,"1,3717736138","0,1946101189"
0,56,56,10,"3,0273942471","0,202534914"
0,63,63,8,0,"0,2019090652"
0,88,88,12,"3,9243889809","0,2006568909"
0,75,75,14,"1,0303421021","0,2178428173"
0,84,84,13,"1,0282840729","0,220676899"
0,84,84,13,"0,6723662156","0,2154481411"
0,71,71,11,"4,517080307","0,2081141472"
0,105,105,12,"1,7760314941","0,2086830139"
0,99,99,13,"4,3156342506","0,228867054"
0,101,101,12,"0,6650209427","0,22894907"
0,105,105,10,"1,2619993422","0,2162601948"
0,97,97,12,0,"0,2086331844"
0,148,148,12,"1,0794576009","0,2128691673"
0,139,139,13,"0,9964408875","0,2259020805"
0,148,148,13,0,"0,233948946"
0,114,114,13,"1,0988989936","0,2274580002"
0,128,128,10,0,"0,2124860287"
0,141,141,12,"0,1475517273","0,2125070095"
0,131,131,12,"0,2874130249","0,2136609554"
0,146,146,13,"0,8734946618","0,2326290607"
0,130,130,8,0,"0,2074019909"
0,110,110,10,"0,4494196574","0,2098250389"
0,104,104,11,0,"0,211411953"
0,114,114,11,"0,0001619127","0,2076199055"
0,95,95,12,0,"0,2174971104"
0,99,99,10,0,"0,2143437862"
0,102,102,14,"0,2390213013","0,2227909565"
0,113,113,13,"0,6116078695","0,229902029"
0,115,115,9,"1,3369556003","0,207901001"
0,100,100,11,"7,2929542542","0,2047281265"
0,122,122,13,"9,7744510357","0,2921469212"
0,144,144,11,"0,4651374817","0,2115991116"
0,165,165,11,"0,6454720931","0,2136862278"
0,162,162,12,"0,344648997","0,2150290012"
0,154,154,11,"3,7423789284","0,2173841"
0,162,162,11,"2,6972797394","0,2207248211"
0,227,227,12,"1,0743923187","0,2257740498"
0,219,219,12,0,"0,2184598446"
0,209,209,12,0,"0,2195029259"
0,254,254,12,"30,7645293077","0,2325971127"
0,282,282,13,"1,4623031616","0,2499220371"
0,267,267,14,"1,1770744324","0,2384231091"
0,288,288,14,"7,8955683027","0,2806589603"
0,290,290,14,"0,8300170898","0,2427940369"
0,287,287,12,"19,6260887146","0,2285571098"
0,325,325,14,"1,0759353638","0,2515990734"
0,342,342,11,0,"0,231085062"
0,328,328,12,"0,7066586812","0,2327890396"
0,312,312,12,"0,9955554008","0,2328398228"
0,331,331,11,0,"0,2316908836"
